year,person,cumrank,player,school,seed,seasonppg,round1,round2,round3,round4,round5,round6,totalpoints,gamesplayed,tourneyppg,draftround,overallpick,draftposition,region,conference,initial,spacer,longitude,latitude
2021,Bryan,,Jaden Shackelford,Alabama,2,14,10,21,4,,,,35,3,11.7,2,11,6,East,SEC,746,Alabama,-87.539696,33.202972
2021,Bryan,,Marcus Sasser,Houston,2,13.6,14,4,12,20,20,,70,5,14,3,22,6,Midwest,American Athletic,747,Houston,-95.346931,29.724676
2021,Bryan,,Jordan Bohannon,Iowa,2,10.9,13,0,,,,,13,2,6.5,4,27,6,West,Big Ten,748,Iowa,-91.554955,41.663471
2021,Bryan,,M.J. Walker,Florida St.,4,13,4,7,10,,,,21,3,7,5,38,6,East,ACC,749,Florida St.,-84.290001,30.440001
2021,Bryan,,Evan Mobley,USC,6,16.799999,17,10,10,17,,,54,4,13.5,6,43,6,West,Pac-12,750,USC,-118.28,34.02
2021,Bryan,,Andre Curbelo,Illinois,1,8.8999996,8,9,,,,,17,2,8.5,7,54,6,Midwest,Big Ten,751,Illinois,-88.239998,40.099998
2021,Bryan,,Tahj Eaddy,USC,6,13.7,9,12,20,11,,,52,4,13,8,59,6,West,Pac-12,752,USC,-118.28,34.02
2021,Andrew L,1,Kofi Cockburn,Illinois,1,17.6,18,21,,,,,39,2,19.5,1,7,7,Midwest,Big Ten,753,Illinois,-88.239998,40.099998
2021,Andrew L,,Quentin Grimes,Houston,2,17.9,18,22,14,18,13,,85,5,17,2,10,7,Midwest,American Athletic,754,Houston,-95.346931,29.724676
2021,Andrew L,,Joe Wieskamp,Iowa,2,14.7,16,17,,,,,33,2,16.5,3,23,7,West,Big Ten,755,Iowa,-91.554955,41.663471
2021,Andrew L,,Miles McBride,West Virginia,3,15.4,30,11,,,,,41,2,20.5,4,26,7,Midwest,Big 12,756,West Virginia,-79.980003,39.650002
2021,Andrew L,,Eli Brooks,Michigan,1,9.1000004,11,21,6,8,,,46,4,11.5,5,39,7,East,Big Ten,757,Michigan,-83.75,42.259998
2021,Andrew L,,Marcus Zegarowski,Creighton,5,15.5,17,20,19,,,,56,3,18.700001,6,42,7,West,Big East,758,Creighton,-95.93,41.259998
2021,Andrew L,,Mike Smith,Michigan,1,9.1000004,18,5,8,3,,,34,4,8.5,7,55,7,East,Big Ten,759,Michigan,-83.75,42.259998
2021,Andrew L,,D'Mitrik Trice,Wisconsin,9,13.7,21,12,,,,,33,2,16.5,8,58,7,South,Big Ten,760,Wisconsin,-89.400002,43.07
2021,James,7,MaCio Teague,Baylor,1,16.200001,22,9,5,22,11,19,88,6,14.7,1,8,8,South,Big 12,761,Baylor,-97.110001,31.549999
2021,James,,Davion Mitchell,Baylor,1,14.1,12,16,14,12,12,15,81,6,13.5,2,9,8,South,Big 12,762,Baylor,-97.110001,31.549999
2021,James,,Matt Coleman III,Texas,3,13.3,9,,,,,,9,1,9,3,24,8,East,Big 12,763,Texas,-97.730003,30.280001
2021,James,,Joel Ayayi,Gonzaga,1,11.8,15,12,13,9,22,8,79,6,13.2,4,25,8,West,West Coast,764,Gonzaga,-117.4,47.669998
2021,James,,Mac McClung,Texas Tech,6,15.7,16,9,,,,,25,2,12.5,5,40,8,South,Big 12,765,Texas Tech,-101.88657,33.581318
2021,James,,Matt Mitchell,San Diego St.,6,15.4,17,,,,,,17,1,17,6,41,8,Midwest,Mountain West,766,San Diego St.,-117.07,32.77
2021,James,,Scottie Barnes,Florida St.,4,11,4,6,8,,,,18,3,6,7,56,8,East,ACC,767,Florida St.,-84.290001,30.440001
2021,James,,Andrew Nembhard,Gonzaga,1,9.1999998,4,7,17,7,11,9,55,6,9.1999998,8,57,8,West,West Coast,768,Gonzaga,-117.4,47.669998
2022,James,,Bennedict Mathurin,Arizona,1,17.4,18,30,15,,,,63,3,21,1,1,1,South,Pac-12,769,Arizona,-110.95,32.23
2022,James,,KD Johnson,Auburn,2,12.3,10,12,,,,,22,2,11,2,16,1,Midwest,SEC,770,Auburn,-85.492508,32.602722
2022,James,,Christian Koloko,Arizona,1,12.1,20,28,10,,,,58,3,19.299999,3,17,1,South,Pac-12,771,Arizona,-110.95,32.23
2022,James,,Zach Edey,Purdue,3,14.6,16,11,11,,,,38,3,12.7,4,32,1,East,Big Ten,772,Purdue,-86.919998,40.43
2022,James,,Wendell Green Jr,Auburn,2,12.1,9,11,,,,,20,2,10,5,33,1,Midwest,SEC,773,Auburn,-85.492508,32.602722
2022,James,,RJ Cole,Connecticut,5,15.7,20,,,,,,20,1,20,6,48,1,West,Big East,774,Connecticut,-72.676193,41.768265
2022,James,,Tyger Campbell,UCLA,4,11.5,16,16,15,,,,47,3,15.7,7,49,1,East,Pac-12,775,UCLA,-118.45,34.07
2022,James,,KJ Williams,Murray St.,7,18.200001,18,12,,,,,30,2,15,8,64,1,East,Ohio Valley,776,Murray St.,-88.32,36.619999
2022,Adam,,Drew Timme,Gonzaga,1,17.5,32,25,25,,,,82,3,27.299999,1,2,2,West,West Coast,777,Gonzaga,-117.4,47.669998
2022,Adam,,Andrew Nembhard,Gonzaga,1,11.7,9,23,7,,,,39,3,13,2,15,2,West,West Coast,778,Gonzaga,-117.4,47.669998
2022,Adam,,Adam Flagler,Baylor,1,13.4,11,27,,,,,38,2,19,3,18,2,East,Big 12,779,Baylor,-97.110001,31.549999
2022,Adam,,Jaime Jaquez Jr,UCLA,4,14,15,15,10,,,,40,3,13.3,4,31,2,East,Pac-12,780,UCLA,-118.45,34.07
2022,Adam,,Fabian White Jr,Houston,5,13,14,6,4,2,,,26,4,6.5,5,34,2,South,American Athletic,781,Houston,-95.346931,29.724676
2022,Adam,,Tari Eason,LSU,6,16.9,18,,,,,,18,1,18,6,47,2,Midwest,SEC,782,LSU,-91.184624,30.41424
2022,Adam,,Josiah-Jordan James,Tennessee,3,9.6999998,17,13,,,,,30,2,15,7,50,2,South,SEC,783,Tennessee,-83.925056,35.951138
2022,Adam,,Darius Days,LSU,6,13.7,14,,,,,,14,1,14,8,63,2,Midwest,SEC,784,LSU,-91.184624,30.41424
2022,Bryan,,Ochai Agbaji,Kansas,1,19.700001,11,15,5,18,21,12,82,6,13.7,1,3,3,Midwest,Big 12,785,Kansas,-95.25,38.950001
2022,Bryan,,Jaden Ivey,Purdue,3,17.299999,22,18,9,,,,49,3,16.299999,2,14,3,East,Big Ten,786,Purdue,-86.919998,40.43
2022,Bryan,,Julian Strawther,Gonzaga,1,12.3,3,6,8,,,,17,3,5.6999998,3,19,3,West,West Coast,787,Gonzaga,-117.4,47.669998
2022,Bryan,,Santiago Vescovi,Tennessee,3,13.3,18,5,,,,,23,2,11.5,4,30,3,South,SEC,788,Tennessee,-83.925056,35.951138
2022,Bryan,,Kellan Grady,Kentucky,2,11.5,8,,,,,,8,1,8,5,35,3,East,SEC,789,Kentucky,-84.5,38.049999
2022,Bryan,,Jordan Bohannon,Iowa,5,11.2,6,,,,,,6,1,6,6,46,3,Midwest,Big Ten,790,Iowa,-91.554955,41.663471
2022,Bryan,,Sahvir Wheeler,Kentucky,2,10,11,,,,,,11,1,11,7,51,3,East,SEC,791,Kentucky,-84.5,38.049999
2022,Bryan,,Taze Moore,Houston,5,10.2,9,21,3,15,,,48,4,12,8,62,3,South,American Athletic,792,Houston,-95.346931,29.724676
2022,Alex,,Oscar Tshiebwe,Kentucky,2,17,30,,,,,,30,1,30,1,4,4,East,SEC,793,Kentucky,-84.5,38.049999
2022,Alex,,James Akinjo,Baylor,1,13.4,10,20,,,,,30,2,15,2,13,4,East,Big 12,794,Baylor,-97.110001,31.549999
2022,Alex,,Justin Moore,Villanova,2,15,21,8,15,8,0,,52,5,10.4,3,20,4,South,Big East,795,Villanova,-75.169998,39.900002
2022,Alex,,JD Notae,Arkansas,4,18.4,17,18,21,14,,,70,4,17.5,4,29,4,West,SEC,796,Arkansas,-94.18,36.060001
2022,Alex,,Kyler Edwards,Houston,5,13.8,25,15,19,4,,,63,4,15.8,5,36,4,South,American Athletic,797,Houston,-95.346931,29.724676
2022,Alex,,Al Durham,Providence,4,13.4,13,13,21,,,,47,3,15.7,6,45,4,Midwest,Big East,798,Providence,-71.440002,41.849998
2022,Alex,,Keion Brooks Jr.,Kentucky,2,10.9,8,,,,,,8,1,8,7,52,4,East,SEC,799,Kentucky,-84.5,38.049999
2022,Alex,,Isaiah Mobley,USC,7,14.3,11,,,,,,11,1,11,8,61,4,Midwest,Pac-12,800,USC,-118.28,34.02
